id,episode_id,number,raw_text,timestamp_in_ms,speaking_line,character_id,location_id,raw_character_text,raw_location_text,spoken_words,normalized_text,word_count
9579,32,239,"Edna Krabappel-Flanders: One for Martin, two for Martin. Would you like another recount?",946000,true,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"One for Martin, two for Martin. Would you like another recount?",one for martin two for martin would you like another recount,11
9580,32,240,Bart Simpson: (SADLY) No.,949000,true,8,3,Bart Simpson,Springfield Elementary School,No.,no,1
9581,32,241,"Edna Krabappel-Flanders: (RELISHING IT) Well, I just want to make sure. One for Martin. Two for Martin.",950000,true,40,3,Edna Krabappel-Flanders,Springfield Elementary School,"Well, I just want to make sure. One for Martin. Two for Martin.",well i just want to make sure one for martin two for martin,13
9582,32,242,"Kid Reporter: (TO MARTIN) This way, Mister President!",952000,true,470,3,Kid Reporter,Springfield Elementary School,"This way, Mister President!",this way mister president,4
9583,32,243,(Train Station: int. train station - afternoon),960000,false,,375,,Train Station,,,
9584,32,244,"Conductor: Now boarding on track 5, The afternoon delight coming to Shelbyville, Parkville, and…..",960000,true,41,375,Conductor,Train Station,"Now boarding on track 5, The afternoon delight coming to Shelbyville, Parkville, and…..",now boarding on track 5 the afternoon delight coming to shelbyville parkville and,13
9585,32,245,"Lisa Simpson: Mr. Bergstrom! Hey, Mr. Bergstrom!",963000,true,9,375,Lisa Simpson,Train Station,"Mr. Bergstrom! Hey, Mr. Bergstrom!",mr bergstrom hey mr bergstrom,5
9586,32,246,"BERGSTROM: Hey, Lisa.",967000,true,465,375,BERGSTROM,Train Station,"Hey, Lisa.",hey lisa,2
9587,32,247,"Lisa Simpson: Hey, Lisa, indeed.",970000,true,9,375,Lisa Simpson,Train Station,"Hey, Lisa, indeed.",hey lisa indeed,3
9588,32,248,BERGSTROM: What? What is it?,971000,true,465,375,BERGSTROM,Train Station,What? What is it?,what what is it,4
9589,32,249,"Lisa Simpson: Oh, I mean, were you just going to leave, just like that?",973000,true,9,375,Lisa Simpson,Train Station,"Oh, I mean, were you just going to leave, just like that?",oh i mean were you just going to leave just like that,12
9590,32,250,"BERGSTROM: Ah, I'm sorry, Lisa. You know, it's the life of the substitute teacher: he's a fraud. Today he might be wearing gym shorts, tomorrow he's speaking French, or, or, or pretending to know how to run a band saw, or God knows what.",979000,true,465,375,BERGSTROM,Train Station,"Ah, I'm sorry, Lisa. You know, it's the life of the substitute teacher: he's a fraud. Today he might be wearing gym shorts, tomorrow he's speaking French, or, or, or pretending to know how to run a band saw, or God knows what.",ah im sorry lisa you know its the life of the substitute teacher hes a fraud today he might be wearing gym shorts tomorrow hes speaking french or or or pretending to know how to run a band saw or god knows what,43
9591,32,251,Lisa Simpson: You can't go! You're the best teacher I'll ever have.,993000,true,9,375,Lisa Simpson,Train Station,You can't go! You're the best teacher I'll ever have.,you cant go youre the best teacher ill ever have,10
9592,32,252,"BERGSTROM: Ah, that's not true. Other teachers will come along who...",996000,true,465,375,BERGSTROM,Train Station,"Ah, that's not true. Other teachers will come along who...",ah thats not true other teachers will come along who,10
9593,32,253,"Lisa Simpson: Oh, please.",999000,true,9,375,Lisa Simpson,Train Station,"Oh, please.",oh please,2
9594,32,254,"BERGSTROM: No, I can't lie to you, I am the best. But, you know, they need me over in the projects of Capital City.",1000000,true,465,375,BERGSTROM,Train Station,"No, I can't lie to you, I am the best. But, you know, they need me over in the projects of Capital City.",no i cant lie to you i am the best but you know they need me over in the projects of capital city,23
9595,32,255,Lisa Simpson: But I need you too.,1005000,true,9,375,Lisa Simpson,Train Station,But I need you too.,but i need you too,5
9596,32,256,BERGSTROM: That's the problem with being middle class. Anybody who really cares will abandon you for those who need it more.,1007000,true,465,375,BERGSTROM,Train Station,That's the problem with being middle class. Anybody who really cares will abandon you for those who need it more.,thats the problem with being middle class anybody who really cares will abandon you for those who need it more,20
9597,32,257,"Lisa Simpson: (SNIFFLING) I, I understand. Mr. Bergstrom, I'm going to miss you.",1015000,true,9,375,Lisa Simpson,Train Station,"I, I understand. Mr. Bergstrom, I'm going to miss you.",i i understand mr bergstrom im going to miss you,10
9598,32,258,BERGSTROM: I'll tell you what...,1021000,true,465,375,BERGSTROM,Train Station,I'll tell you what...,ill tell you what,4
9599,32,259,"BERGSTROM: Whenever you feel like you're alone and there's nobody you can rely on, this is all you need to know.",1024000,true,465,375,BERGSTROM,Train Station,"Whenever you feel like you're alone and there's nobody you can rely on, this is all you need to know.",whenever you feel like youre alone and theres nobody you can rely on this is all you need to know,20
9600,32,260,"Lisa Simpson: (CHOKED UP) Thank you, Mr. Bergstrom.",1032000,true,9,375,Lisa Simpson,Train Station,"Thank you, Mr. Bergstrom.",thank you mr bergstrom,4
9601,32,261,Conductor: All aboard!,1034000,true,41,375,Conductor,Train Station,All aboard!,all aboard,2
9602,32,262,"Lisa Simpson: So, I guess this is it? It you don't mind I'll just run alongside the train as it speeds you from my life?",1036000,true,9,375,Lisa Simpson,Train Station,"So, I guess this is it? It you don't mind I'll just run alongside the train as it speeds you from my life?",so i guess this is it it you dont mind ill just run alongside the train as it speeds you from my life,23
9603,32,263,"BERGSTROM: Goodbye, Lisa honey. It'll be okay. Just read the note.",1057000,true,465,375,BERGSTROM,Train Station,"Goodbye, Lisa honey. It'll be okay. Just read the note.",goodbye lisa honey itll be okay just read the note,10
9604,32,264,(Simpson Home: INT. SIMPSON HOUSE - DINING ROOM - night),1070000,false,,5,,Simpson Home,,,
9660,33,5,Homer Simpson: (INDIGNANT) Never thrown a party? What about that big bash we had with all the champagne and musicians and holy men and everything?,97000,true,2,5,Homer Simpson,Simpson Home,Never thrown a party? What about that big bash we had with all the champagne and musicians and holy men and everything?,never thrown a party what about that big bash we had with all the champagne and musicians and holy men and everything,22
9605,32,265,"Homer Simpson: (MULLING IT OVER, LOW, TO HIMSELF) Bart didn't get one vote?! Oh, this is the worst thing that ever happened to us. (TRYING TO CONVINCE HIMSELF) Alright, allright, spilled milk, spilled milk, spilled milk. (NOTICING LISA) What are you so mopey about?",1070000,true,2,5,Homer Simpson,Simpson Home,"Bart didn't get one vote?! Oh, this is the worst thing that ever happened to us. Alright, allright, spilled milk, spilled milk, spilled milk. What are you so mopey about?",bart didnt get one vote oh this is the worst thing that ever happened to us alright allright spilled milk spilled milk spilled milk what are you so mopey about,30
9606,32,266,Lisa Simpson: Nothing.,1081000,true,9,5,Lisa Simpson,Simpson Home,Nothing.,nothing,1
9607,32,267,"Marge Simpson: Lisa, tell your father.",1082000,true,1,5,Marge Simpson,Simpson Home,"Lisa, tell your father.",lisa tell your father,4
9608,32,268,Lisa Simpson: Mr. Bergstrom left today.,1084000,true,9,5,Lisa Simpson,Simpson Home,Mr. Bergstrom left today.,mr bergstrom left today,4
9609,32,269,Homer Simpson: Oh.,1086000,true,2,5,Homer Simpson,Simpson Home,Oh.,oh,1
9610,32,270,Lisa Simpson: He's gone. Forever.,1087000,true,9,5,Lisa Simpson,Simpson Home,He's gone. Forever.,hes gone forever,3
9611,32,271,Homer Simpson: And?,1088000,true,2,5,Homer Simpson,Simpson Home,And?,and,1
9612,32,272,Lisa Simpson: I didn't think you'd understand.,1089000,true,9,5,Lisa Simpson,Simpson Home,I didn't think you'd understand.,i didnt think youd understand,5
9613,32,273,"Homer Simpson: Hey, just because I don't care doesn't mean I don't understand.",1091000,true,2,5,Homer Simpson,Simpson Home,"Hey, just because I don't care doesn't mean I don't understand.",hey just because i dont care doesnt mean i dont understand,11
9614,32,274,"Lisa Simpson: (FIGHTING BACK TEARS) I'm glad I'm not crying because I would hate for you to think that what I'm about to say is based on emotion. But you, sir, are a baboon!",1096000,true,9,5,Lisa Simpson,Simpson Home,"I'm glad I'm not crying because I would hate for you to think that what I'm about to say is based on emotion. But you, sir, are a baboon!",im glad im not crying because i would hate for you to think that what im about to say is based on emotion but you sir are a baboon,29
9615,32,275,Homer Simpson: (SHOCKED) Me?,1108000,true,2,5,Homer Simpson,Simpson Home,Me?,me,1
9616,32,276,"Lisa Simpson: Yes, you! Baboon, baboon, baboon, baboon!",1109000,true,9,5,Lisa Simpson,Simpson Home,"Yes, you! Baboon, baboon, baboon, baboon!",yes you baboon baboon baboon baboon,6
9617,32,277,Homer Simpson: I don't think you realize what you're saying.,1112000,true,2,5,Homer Simpson,Simpson Home,I don't think you realize what you're saying.,i dont think you realize what youre saying,8
9618,32,278,Lisa Simpson: Baboon!,1115000,true,9,5,Lisa Simpson,Simpson Home,Baboon!,baboon,1
9619,32,279,"Bart Simpson: Whoa, somebody was bound to say it one day. I just can't believe it was her.",1118000,true,8,5,Bart Simpson,Simpson Home,"Whoa, somebody was bound to say it one day. I just can't believe it was her.",whoa somebody was bound to say it one day i just cant believe it was her,16
9620,32,280,"Homer Simpson: (SHOCKED) Did you hear that, Marge? She called me a baboon! The stupidest, ugliest, smelliest ape of them all!",1123000,true,2,5,Homer Simpson,Simpson Home,"Did you hear that, Marge? She called me a baboon! The stupidest, ugliest, smelliest ape of them all!",did you hear that marge she called me a baboon the stupidest ugliest smelliest ape of them all,18
9621,32,281,"Marge Simpson: Homer, you are not allowed to have hurt feelings right now. There's a little girl upstairs who needs you. Her confidence in her father is shaken, and no little girl can be happy unless she has faith in her Daddy.",1129000,true,1,5,Marge Simpson,Simpson Home,"Homer, you are not allowed to have hurt feelings right now. There's a little girl upstairs who needs you. Her confidence in her father is shaken, and no little girl can be happy unless she has faith in her Daddy.",homer you are not allowed to have hurt feelings right now theres a little girl upstairs who needs you her confidence in her father is shaken and no little girl can be happy unless she has faith in her daddy,40
9622,32,282,Homer Simpson: (READING THE SIGN) Go Away.,1146000,true,2,5,Homer Simpson,Simpson Home,Go Away.,go away,2
9623,32,283,"Homer Simpson: Lisa, don't hold anything back. You can tell me. Are you crying because you called Daddy a baboon?",1146000,true,2,5,Homer Simpson,Simpson Home,"Lisa, don't hold anything back. You can tell me. Are you crying because you called Daddy a baboon?",lisa dont hold anything back you can tell me are you crying because you called daddy a baboon,18
9624,32,284,Lisa Simpson: No!,1158000,true,9,5,Lisa Simpson,Simpson Home,No!,no,1
9625,32,285,Homer Simpson: Nuts.,1159000,true,2,5,Homer Simpson,Simpson Home,Nuts.,nuts,1
9626,32,286,Homer Simpson: (ANNOYED GRUNT) This isn't going well at all.,1162000,true,2,5,Homer Simpson,Simpson Home,This isn't going well at all.,this isnt going well at all,6
9627,32,287,"Lisa Simpson: Look, if you just want me to forgive you --",1165000,true,9,5,Lisa Simpson,Simpson Home,"Look, if you just want me to forgive you --",look if you just want me to forgive you --,10
9628,32,288,"Homer Simpson: No, no, no. I just wish I knew what to say.",1165000,true,2,5,Homer Simpson,Simpson Home,"No, no, no. I just wish I knew what to say.",no no no i just wish i knew what to say,11
9629,32,289,"Homer Simpson: Although, maybe this will help. Now you lost someone special and it hurts. I'm lucky because I never lost anyone special to me. Everyone special to me is under this roof.",1172000,true,2,5,Homer Simpson,Simpson Home,"Although, maybe this will help. Now you lost someone special and it hurts. I'm lucky because I never lost anyone special to me. Everyone special to me is under this roof.",although maybe this will help now you lost someone special and it hurts im lucky because i never lost anyone special to me everyone special to me is under this roof,31
9630,32,290,Lisa Simpson: (MOANS),1172000,false,9,5,Lisa Simpson,Simpson Home,,,
9661,33,6,Marge Simpson: That was our wedding.,103000,true,1,5,Marge Simpson,Simpson Home,That was our wedding.,that was our wedding,4
9662,33,7,Homer Simpson: Oh.,103000,true,2,5,Homer Simpson,Simpson Home,Oh.,oh,1
9663,33,8,"Marge Simpson: (LOOKS UP) Children, it's time for you to go to bed.",105000,true,1,5,Marge Simpson,Simpson Home,"Children, it's time for you to go to bed.",children its time for you to go to bed,9
9631,32,291,"Homer Simpson: (PATS HER HEAD) It's true. Now, you'll have lots of special people in your life, Lisa. There's probably some place where they all get together, and the food is real good, and guys like me are serving drinks. (BEAT) Oh well, maybe I can't explain all this, but I can fix your doll house for you. At least, I'm good at monkey work. You know... monkey. You know what I mean?",1185000,true,2,5,Homer Simpson,Simpson Home,"It's true. Now, you'll have lots of special people in your life, Lisa. There's probably some place where they all get together, and the food is real good, and guys like me are serving drinks. Oh well, maybe I can't explain all this, but I can fix your doll house for you. At least, I'm good at monkey work. You know... monkey. You know what I mean?",its true now youll have lots of special people in your life lisa theres probably some place where they all get together and the food is real good and guys like me are serving drinks oh well maybe i cant explain all this but i can fix your doll house for you at least im good at monkey work you know monkey you know what i mean,67
9632,32,292,Lisa Simpson: Yeah.,1211000,true,9,5,Lisa Simpson,Simpson Home,Yeah.,yeah,1
9633,32,293,Homer Simpson: I can hold these nails in place with my tail.,1212000,true,2,5,Homer Simpson,Simpson Home,I can hold these nails in place with my tail.,i can hold these nails in place with my tail,10
9634,32,294,Lisa Simpson: You're so silly.,1220000,true,9,5,Lisa Simpson,Simpson Home,You're so silly.,youre so silly,3
9635,32,295,Homer Simpson: Gimme a banana.,1221000,true,2,5,Homer Simpson,Simpson Home,Gimme a banana.,gimme a banana,3
9636,32,296,Lisa Simpson: I don't have any banana.,1223000,true,9,5,Lisa Simpson,Simpson Home,I don't have any banana.,i dont have any banana,5
9637,32,297,"Homer Simpson: Come on, you're holding out on me.",1225000,true,2,5,Homer Simpson,Simpson Home,"Come on, you're holding out on me.",come on youre holding out on me,7
9638,32,298,"Lisa Simpson: I'm sorry I called you a baboon, Dad.",1232000,true,9,5,Lisa Simpson,Simpson Home,"I'm sorry I called you a baboon, Dad.",im sorry i called you a baboon dad,8
9639,32,299,Homer Simpson: Think nothing of it.,1233000,true,2,5,Homer Simpson,Simpson Home,Think nothing of it.,think nothing of it,4
9640,32,300,"Homer Simpson: Hey, what's the matter, son?",1242000,true,2,5,Homer Simpson,Simpson Home,"Hey, what's the matter, son?",hey whats the matter son,5
9641,32,301,"Bart Simpson: (SHAKING HEAD) Ah, Dad, if just me, Milhouse and Lewis had voted...",1245000,true,8,5,Bart Simpson,Simpson Home,"Ah, Dad, if just me, Milhouse and Lewis had voted...",ah dad if just me milhouse and lewis had voted,10
9642,32,302,"Homer Simpson: Hey son, would you have gotten any money for being class president?",1250000,true,2,5,Homer Simpson,Simpson Home,"Hey son, would you have gotten any money for being class president?",hey son would you have gotten any money for being class president,12
9643,32,303,Bart Simpson: No.,1255000,true,8,5,Bart Simpson,Simpson Home,No.,no,1
9644,32,304,Homer Simpson: Would you have to do extra work?,1256000,true,2,5,Homer Simpson,Simpson Home,Would you have to do extra work?,would you have to do extra work,7
9645,32,305,Bart Simpson: Yeah.,1257000,true,8,5,Bart Simpson,Simpson Home,Yeah.,yeah,1
9646,32,306,"Homer Simpson: And is this Martin guy going to get to do anything neat, like throw out the first ball at the world series, huh?",1258000,true,2,5,Homer Simpson,Simpson Home,"And is this Martin guy going to get to do anything neat, like throw out the first ball at the world series, huh?",and is this martin guy going to get to do anything neat like throw out the first ball at the world series huh,23
9647,32,307,"Bart Simpson: Well, no.",1264000,true,8,5,Bart Simpson,Simpson Home,"Well, no.",well no,2
9648,32,308,"Homer Simpson: So, let the baby have his bottle, huh? That's my motto.",1265000,true,2,5,Homer Simpson,Simpson Home,"So, let the baby have his bottle, huh? That's my motto.",so let the baby have his bottle huh thats my motto,11
9649,32,309,"Bart Simpson: (BRIGHTENING) Hey! Thanks, monkey-man.",1272000,true,8,5,Bart Simpson,Simpson Home,"Hey! Thanks, monkey-man.",hey thanks monkey-man,3
9650,32,310,Homer Simpson: Holy-moly... talk about parenting!,1276000,true,2,5,Homer Simpson,Simpson Home,Holy-moly... talk about parenting!,holy-moly talk about parenting,4
9651,32,311,Homer Simpson: Uh oh.,1282000,true,2,5,Homer Simpson,Simpson Home,Uh oh.,uh oh,2
9652,32,312,"Homer Simpson: Sleep well, Maggie. Ah, three for three.",1285000,true,2,5,Homer Simpson,Simpson Home,"Sleep well, Maggie. Ah, three for three.",sleep well maggie ah three for three,7
9653,32,313,"Marge Simpson: Homie, did you straighten everything out...?",1292000,true,1,5,Marge Simpson,Simpson Home,"Homie, did you straighten everything out...?",homie did you straighten everything out,6
9654,32,314,"Homer Simpson: (HAPPILY) Up... up... up... up... up... up. Don't say anything, Marge. Let's just go to bed. I'm on the biggest roll of my life.",1293000,true,2,5,Homer Simpson,Simpson Home,"Up... up... up... up... up... up. Don't say anything, Marge. Let's just go to bed. I'm on the biggest roll of my life.",up up up up up up dont say anything marge lets just go to bed im on the biggest roll of my life,23
9655,33,0,(Simpson Home: int. simpson house - living room - night),84000,false,,5,,Simpson Home,,,
9656,33,1,Homer Simpson: Mmm... hors doovers.,84000,true,2,5,Homer Simpson,Simpson Home,Mmm... hors doovers.,mmm hors doovers,3
9657,33,2,Marge Simpson: Homer! You promised!,84000,true,1,5,Marge Simpson,Simpson Home,Homer! You promised!,homer you promised,3
9658,33,3,Homer Simpson: I promised I wouldn't eat? Never! You lie!,89000,true,2,5,Homer Simpson,Simpson Home,I promised I wouldn't eat? Never! You lie!,i promised i wouldnt eat never you lie,8
9659,33,4,"Marge Simpson: Homer, please. We've never thrown a party. Now we're gonna pay back all the friends who've invited us to their homes.",92000,true,1,5,Marge Simpson,Simpson Home,"Homer, please. We've never thrown a party. Now we're gonna pay back all the friends who've invited us to their homes.",homer please weve never thrown a party now were gonna pay back all the friends whove invited us to their homes,21
9664,33,9,"Lisa Simpson: But Mom, I want to hear the witty banter of sophisticated adults.",107000,true,9,5,Lisa Simpson,Simpson Home,"But Mom, I want to hear the witty banter of sophisticated adults.",but mom i want to hear the witty banter of sophisticated adults,12
9665,33,10,"Bart Simpson: Yeah, you can't have any fun in bed.",109000,true,8,5,Bart Simpson,Simpson Home,"Yeah, you can't have any fun in bed.",yeah you cant have any fun in bed,8
9666,33,11,"Homer Simpson: (KNOWING CHUCKLE) Oh son, when you're older, you'll know better.",113000,true,2,5,Homer Simpson,Simpson Home,"Oh son, when you're older, you'll know better.",oh son when youre older youll know better,8
9667,33,12,"Homer Simpson: Hmmm. (SMACKS HIS LIPS) Oh, baby! Mmmm. Yeah.",116000,true,2,5,Homer Simpson,Simpson Home,"Hmmm. Oh, baby! Mmmm. Yeah.",hmmm oh baby mmmm yeah,5
9668,33,13,Marge Simpson: (FLUSTERED) Oh! They're here! How does everything look?,122000,true,1,5,Marge Simpson,Simpson Home,Oh! They're here! How does everything look?,oh theyre here how does everything look,7
9669,33,14,Homer Simpson: How do I look?,124000,true,2,5,Homer Simpson,Simpson Home,How do I look?,how do i look,4
9670,33,15,Marge Simpson: Do we have enough glasses?,126000,true,1,5,Marge Simpson,Simpson Home,Do we have enough glasses?,do we have enough glasses,5
9671,33,16,Homer Simpson: Do we have enough gag ice cubs?,126000,true,2,5,Homer Simpson,Simpson Home,Do we have enough gag ice cubs?,do we have enough gag ice cubs,7
9672,33,17,Marge Simpson: Homer! Homer! Put a record on!,127000,true,1,5,Marge Simpson,Simpson Home,Homer! Homer! Put a record on!,homer homer put a record on,6
9673,33,18,Homer Simpson: What are all our friends names again?,128000,true,2,5,Homer Simpson,Simpson Home,What are all our friends names again?,what are all our friends names again,7
9674,33,19,Marge Simpson: Children! Go!,129000,true,1,5,Marge Simpson,Simpson Home,Children! Go!,children go,2
9675,33,20,"Ned Flanders: Hey, anybody mind if I serve as bartender? You know, I have a Ph.D in Mixology. (LAUGHS)",139000,true,11,5,Ned Flanders,Simpson Home,"Hey, anybody mind if I serve as bartender? You know, I have a Ph.D in Mixology.",hey anybody mind if i serve as bartender you know i have a phd in mixology,16
9676,33,21,Moe Szyslak: (UNDER BREATH) College boy.,143000,true,17,5,Moe Szyslak,Simpson Home,College boy.,college boy,2
9677,33,22,"Ned Flanders: Hey, Homer! Care to try some of my Flanders Planters punch?",145000,true,11,5,Ned Flanders,Simpson Home,"Hey, Homer! Care to try some of my Flanders Planters punch?",hey homer care to try some of my flanders planters punch,11
9678,33,23,Homer Simpson: Why not? I paid for it.,148000,true,2,5,Homer Simpson,Simpson Home,Why not? I paid for it.,why not i paid for it,6
9679,33,24,"Homer Simpson: Hey, Flanders, next time why don't you put a little alcohol in it?",153000,true,2,5,Homer Simpson,Simpson Home,"Hey, Flanders, next time why don't you put a little alcohol in it?",hey flanders next time why dont you put a little alcohol in it,13
9680,33,25,"Ned Flanders: Au contraire, Simpson! It has three shots of rum, a jigger of bourbon and just little dab-a-roo of creme de cassis for flavor. (LAUGHS)",157000,true,11,5,Ned Flanders,Simpson Home,"Au contraire, Simpson! It has three shots of rum, a jigger of bourbon and just little dab-a-roo of creme de cassis for flavor.",au contraire simpson it has three shots of rum a jigger of bourbon and just little dab-a-roo of creme de cassis for flavor,23
9681,33,26,Homer Simpson: Really? Well I do have a warm sense of well-being and I seem to be ssslurring my shpeech... you're right! Give me another.,164000,true,2,5,Homer Simpson,Simpson Home,Really? Well I do have a warm sense of well-being and I seem to be ssslurring my shpeech... you're right! Give me another.,really well i do have a warm sense of well-being and i seem to be ssslurring my shpeech youre right give me another,23
9682,33,27,"Marge Simpson: Now, Homer, go easy on the al-ky-hol. Remember last year at the Winfield's party when you threw up in the laundry hamper?",171000,true,1,5,Marge Simpson,Simpson Home,"Now, Homer, go easy on the al-ky-hol. Remember last year at the Winfield's party when you threw up in the laundry hamper?",now homer go easy on the al-ky-hol remember last year at the winfields party when you threw up in the laundry hamper,22
9683,33,28,Homer Simpson: No.,177000,true,2,5,Homer Simpson,Simpson Home,No.,no,1
9684,33,29,Marge Simpson: (ANNOYED MURMUR),177000,false,1,5,Marge Simpson,Simpson Home,,,
9685,33,30,(Simpson Home: ext. simpson home - a little later),177000,false,,5,,Simpson Home,,,
9686,33,31,(Simpson Home: int. simpson HOUSE - LIVING ROOM),177000,false,,5,,Simpson Home,,,
